grTitle,enTitle,longitude,latitude
"Τούμπα Τάμπια (Αίνεια) στη Ν. Μηχανιώνα","Aineia","22.834621","40.475568"
"Άφυτις","Aphytis","23.439004","40.10109"
"Αξιοχώρι","Axiochori","22.643629","40.869888"
"Αρχαιολογικό Μουσείο Θέρμου","Archaeological Museum of Thermos","21.669106","38.562411"
"Ιερό Αρτέμιδος στη Ρακίτα Αχαϊας","Sanctuary of Artemis in Rakita (Achaea)","21.564927","38.090919"
"Νεκροταφείο στο Καλαμάκι Ελαιοχωρίου","Cemetery at Kalamaki Elaiochorion","21.344312","38.05197"
"Αρχαιολογικό Μουσείο Ολυμπίας","Archaeological Museum of Olympia","21.629471","37.643512"
"Ανάκτορο Αρχανών","Archanes' palace","25.159853","35.236372"
"Νεκρόπολη στο Φουρνί Αρχανών","Necropolis at Fourni, Archanes","25.158064","35.245575"
"Ανάκτορο Γαλατά","Minoan palace at Galatas","25.245413","35.174449"
"Δάφνη","","21.434857","37.867593"
"Φρούριο \"Καζάρμα\" στην Σητεία","\"Kazarma\" Fortress in Siteia","26.107458","35.21112"
"Ενετικά Τείχη Ηρακλείου","Venetian walls of Herakleion","25.137253","35.337217"
"Θαλάσσιο Φρουριο ενετικού λιμένος Ηρακλείου (Κούλες)","Venetian fortess at the harbour of Heraklion (Koules)","25.136883","35.344569"
"Κρήνη Μοροζίνι","Morozini Fountain","25.133137","35.339168"
"Ναός Παναγίας Φόδελε","Church of the Panagia at Fodele","24.951721","35.385735"
"Βασιλική Λέντα","Lendas Basilica","24.925001","34.93159"
"Ναός Αγίου Τίτου Γόρτυνας","","24.947131","35.062074"
"Θέατρο Αρχαίας Ήλιδας","Ancient theatre at Elis","21.362196","37.780267"
"Ναόσχημοι τάφοι","templeshaped graves","21.867025","37.529583"
"Μονή Φραγκαβίλλας","Monastery of Fragavilla","21.362196","37.780267"
"Μονή Μεγάλου Σπηλαίου","Monastery of Megalo Spileo","22.175343","38.089274"
"Αρχαιολογικός Χώρος Αρκαδικού Δράμας","Arkadikos Drama","24.121342","41.139365"
"Καλή Βρύση","Kali Vrisi","23.909726","41.142734"
"Θέατρο Φιλίππων","Theatre at Philippoi","24.286287","41.013398"
"Ναός της Μεταμόρφωσης του Σωτήρα στη Χριστιανούπολη","Church of the Metamorfosi Sotira at Christianoupoli","21.683825","37.141007"
"Μαλλιαροπούλειο Δημοτικό Θέατρο","Malliaropoulio Municipal Theater","22.372705","37.511545"
"Πύργος Μπελένη","Tower at Beleni","26.835303","37.163469"
"Κάστρο Μεθώνης","Castle of Methoni","21.704746","36.811939"
"Αρχαιολογικός Χώρος Κάστρου Μονεμβασίας","Archaeological site of Monemvasia Castle","23.056042","36.687715"
"Ναός Παναγίας Παναξιώτισσας Γαυρολίμνης","Church of Panagia Panaxiotissa at Gavrolimni","21.626","38.398086"
"Κάστρο Ιωαννίνων","Fortress of Ioannina","20.5137","39.4016"
"Κάστρο Σιγρίου","Castle of Sigri","25.850573","39.210888"
"Οχυρό-Βίγλα Ερεσού","Acropolis (Vigla) of Eressos,","25.934765","39.134024"
"Παλαιοχριστιανική βασιλική Υψηλομετώπου","Basilica of Ypsilometopo","26.243306","39.305307"
"Παλαιοχριστιανική βασιλική Μέσσων","Messon Basilica","26.305192","39.196384"
"Αρχαιολογικός Χώρος Κάστρου Πυθαγορείου","Archaeological Site of the Castle of Pythagoreion","26.940038","37.688363"
"Ανάβατος","Anavatos","26.020424","38.401098"
"Αρχαιολογικός Χώρος στο Ποτάμι Καρλοβάσου","Archaeological Site of Potami (River), Karlovasi","26.6687","37.786945"
"Αρχοντικό Χατζηαγαπητού","Chatziagapitos Mansion","27.839076","36.610378"
"Κάστρο Ζακύνθου","Castle of Zakynthos","20.892091","37.789561"
"Βυζαντινό Κάστρο στον Πλαταμώνα","Castle of Platamonas","22.59841","40.00568"
"Επισκοπικός Μεσοβυζαντινός Ναός Πύδνας στο Μακρύγιαλο","","22.617223","40.397467"
"Φωτική στην Παραμυθιά","Photiki, Paramythia","20.498858","39.479021"
"Μονή Οσίου Λουκά στο Στειρι","Monastery of Osios Loukas at Steiri Boiotia","22.746318","38.395136"
"Βάθρο του Αγρίππα","Pedestal of Agrippa","23.72485","37.971811"
"Ναός της Ρώμης και του Αυγούστου","Temple of Rome and Augustus","23.727293","37.971625"
"Πύλη Beule","Beule Gate","23.724605","37.971631"
"Τείχος της Ακρόπολης","Acropolis fortification wall","23.725708","37.971257"
"Χαλκοθήκη","Chalkotheke","23.725724","37.971409"
"Αρχαίος ναός της Αθηνάς","Old temple of Athena","23.726357","37.971883"
"Μονή Παναγίας Κεράς","Monastery of Panagia Kera","25.461411","35.224421"
"Παναγία η Γκουβερνιώτισσα στις Ποταμιές Δήμου Χερσονήσου","Panagia Gouverniotissa at Potamies","25.384335","35.260325"
"Ναός της Παναγίας στη μονή του Οσίου Λουκά","Church of the Panagia at the Monastery of Osios Loukas","22.746938","38.395508"
"Αγία Τριάδα οδού Ιπποτών, Μεσαιωνική πόλη Ρόδου","Holy Trinity (Hagia Triada) on Ippoton St., Medieval Town of Rhodes","28.225566","36.445102"
"Παντάνασσα","Monastery of Pantanassa","22.369093","37.073435"
"Περίβλεπτος","Perivleptos","22.371275","37.071993"
"Αρχαιολογικός χώρος Μηλέας","Archaeological site of Milea","22.105431","40.035089"
"Ακρόπολη Αζώρου","Akropolis of Azoros","22.077171","39.999461"
"Ανάκτορο Αιγών","The Vergina palace","22.322636","40.47788"
"Ναός της Αφροδίτης","Temple of Aphrodite","21.90056","37.43071"
"Τάρρα στην Αγ. Ρουμέλη Σφακίων","Tarra","23.960624","35.232808"
"Μικρό ανάκτορο Κνωσού","Litlle palace at Knossos","25.160033","35.299348"
"Βασιλική έπαυλη Κνωσού","Royal villa at Knossos","25.163463","35.297802"
"Οικία των τοιχογραφιών στην Κνωσό","The Frescoes house at Knosos","25.162875","35.298439"
"Βασιλικός Τάφος-Ιερό","Temple Tomb","25.163018","35.297338"
"Νότια Οικία Κνωσού","South house at Knosos","25.162428","35.297402"
"Ανεξερεύνητη Οικία Κνωσού","Unexplored house at Knosos","25.159823","35.299346"
"Ξενώνας Κνωσού","Hospice at Knosos","25.162484","35.296467"
"Αγορά στην Κασσώπη","Agora of Cassope","20.674612","39.145651"
"Ναός Άμμωνα Δία","Temple of Ammon Zeus","23.44835","40.077112"
"Ναός Απόλλωνα Ήλιου","Temple of Apollo Helios","23.912189","40.376747"
"Τείχος Μυκηναικής Ακρόπολης Γλα","Walls of the Mycenaean Citadel of Gla","23.178738","38.483922"
"Μέλαθρον Μυκηναϊκής Ακρόπολης Γλα","Palace of the Mycenaean Citadel of Gla","23.181796","38.484006"
"Σπήλαιο Νυμφολήπτου ή Πανός ή Αρχεδήμου","cave of the Nympholept or Pan or Archedimos","23.801421","37.858532"
"Σπήλαιο Προφήτη Ηλία Ριζούπολης","cave Profitis Ilias","23.747659","38.029789"
"Σπήλαιο Νταβέλη ή Αμώμων","Ntavelis or Amomon cave","23.877455","38.068366"
"Σπήλαιο Ωλιάρου","cave of Antiparos","25.059803","36.99069"
"Σπήλαιο Πλουτώνειον","cave Ploutonio","23.538747","38.041415"
"Σπήλαιο (Δολίνη) Βραώνας","Cave at Vraona","23.995936","37.915761"
"Σπήλαιο Ευριπίδη","Cave of Euripides","23.452205","37.882184"
"Σπήλαιο Πανός (Οινόη ΙΙ)","Cave of Pan (Oinoe II)","23.930244","38.158761"
"Σπήλαιο Κίτσου","cave Kitsos","24.011233","37.733614"
"Σπήλαιο Σχιστού","cave Schisto","23.603408","37.986781"
"Σπήλαιο Συκιά","Cave Sykia","25.944042","38.251392"
"Σπήλαιο Πιτσών","Pitsa cave","22.514469","38.094531"
"Σπήλαιο Λέχοβας","Cave at Lechova","22.611542","37.94271"
"Σπήλαιο Κάψια","Cave Kapsias","22.354239","37.622791"
"Σπήλαιο Καιάδας","cave Kaiadas","22.340743","37.09622"
"Σπήλαιο πηγών Αγγίτη","Cave of Aggitis","23.894169","41.219986"
"Σπήλαιο Νυμφών Σίφνου","Nymphs' cave","24.67924","36.984812"
"Σπήλαιο Σηράγγιο","Cave Siraggeio","24.930933","36.632762"
"Σπήλαιο Σφενδόνη","Cave Sfentoni","24.840184","35.299597"
"Σπήλαιο Σπηλιαρίδα Λατζιμά","Cave Spiliarida Latzima","24.645977","36.679931"
"Σπήλαιο Μιλάτου","Milatos cave","25.577991","35.308197"
"Σπήλαιο Τραπέζα","Cave of Trapeza","25.493638","35.198354"
"Σπήλαιο Καμαραϊκό","Kamaraiko cave","24.824035","35.162177"
"Σπήλαιο Ασφένδου","Asfendos cave","24.213964","35.248103"
"Σπήλαιο Αγίας Σοφίας Τοπολίων","cave Agia Sofia","23.6809","35.407534"
"Σπήλαιο Κουμαρόσπηλιος","cave Koumarospilios","24.103092","35.589429"
"Σπήλαιο Κύκλωπα Πολύφημου","Cyclops Polyphymos cave","25.5021","40.932433"
"Κτηριακό συγκρότημα κινηματοθεάτρου \"Ορφέα\"","Building Complex cinema/theater \"Orpheus\"","27.288304","36.893299"
"Δημοτική Αγορά Καστελλορίζου","Municipal Market at Kastelorizo","29.591525","36.148794"
"Δημοτικές Ιαματικές Πηγές Νισύρου","Healing Baths at Mandraki","27.153989","36.61255"
"Οικία Ιωάννη Κωνσταντάκη","Residence of Ioannis Konstantakis","27.856586","36.228143"
"Ανάκτορο Μαλίων","Malia palace","25.492849","35.293063"
"Θόλος Αρχαίας Αγοράς","Tholos at the Ancient Agora","23.72191","37.974877"
"Βουλευτήριο Αρχαίας Αγοράς","Bouleuterion at the Ancient Agora","23.721921","37.975213"
"Στοά Αττάλου","Stoa of Attalos","23.724214","37.97513"
"Θέατρο Διονύσου Ελευθερέως","Theater of Dionisos Eleuthereos","23.72773","37.970383"
"Οικία Μαριγώς Μαυρικάκη","Residence of Marigo Mavrikaki","26.918569","35.401976"
"Κινηματοθέατρο και ξενοδοχείο \"Λέρος\"","\"Leros\" cinematheatre/hotel","26.853174","37.131762"
"Δημοτικό Σχολείο Λειψών","Municipal School at Lipsi","26.767931","37.297766"
"Επαρχείο Καρπάθου","Courthouse Karpathos","27.211877","35.508745"
"Μόνιμη έκθεση Μουσείου Μυκηνών","Museum of Mycenae","22.756462","37.731778"
"Ιερό Διονύσου Ελευθερέως","Dionysos Eleuthereus Shrine","23.727931","37.970125"
"Νεκροταφείο των τύμβων, Αιγαί","Tumuli necropolis at Aigai","22.329149","40.487554"
"Τάφος Περσεφόνης στις Αιγές","Aigai, the so-called tomb of Persephone","22.319967","40.487258"
"Τάφος με τους ελεύθερους κίονες στις Αιγές","Aigai, the so-called tomb of the ''free columns''","22.319009","40.48744"
"Μουσείο της Ιστορίας των Ανασκαφών της Ολυμπίας","Museum of the History of the Exacavations in Olympia","21.625202","37.640881"
"Ενεπίγραφο χείλος αγγείου στο μουσείο Μυκηνών","Inscribed vessel rim in the museum of Mycenae","22.7565","37.7318"
"Επιτύμβια στήλη με παράσταση κυνηγίου στο μουσείο Μυκηνών","Grave stele with representation of a hunting in the museum of Mycenae scene","22.7565","37.7318"
"Γυναικείο ειδώλιο στο μουσείο Μυκηνών","Female figurine in museum of Mycenae","22.7565","37.7318"
"Μήτρα κοσμημάτων στο μουσείο Μυκηνών","Jewelry mould in the museum of Mycenae","22.7565","37.7318"
"Ομoίωμα ανδρικής κεφαλής στο μουσείο Μυκηνών","Effigy of a male head","22.7565","37.7318"
"Λάρνακα στο μουσείο Μυκηνών","Larnax  (Chest) in the museum of Mycenae","22.7565","37.7318"
"Λάγηνος στο μουσείο Μυκηνών","Lagenos in the museum of Mycenae","22.7565","37.7318"
"Ενεπίγραφο θραύσμα επένδυσης ασπίδας στο μουσείο Μυκηνών","Inscribed fragment from the lining of a shield in the museum of Mycenae","22.7565","37.7318"
"Λέσχη Κνιδίων","Lesche of the Knidians","22.501116","38.483012"
"Διοικητήριο Κω","Governor's House at Kos","27.291624","36.894828"
"Βιοτεχνία κατασκευής καμπανών στο Εμπορειό","Bell metal craft industry in Emporio","27.818971","36.621586"
"Φρούριο Κότσινα","Kotsinas fortress","25.285213","39.941697"
"Ραβενή","Raveni","20.485835","39.649661"
"Μαστιλίτσα","Mastilitsa","20.199447","39.593526"
"Δυτικοί λόφοι Αθηνών","Acropolis Western Hills","23.720727","37.971124"
"Αρχαιολογικό Μουσείο Νισύρου","Archaeological Museum of Nisyros","27.133355","36.612346"
"Οχυρώσεις Μεσσήνης","Fortifications of Messini","21.906137","37.186237"
"Ταφικό μνημείο 2  Αρκαδικής Πύλης","Funerary Monument 2 of the Arcadian Gate","21.913165","37.187181"
"Ιερά στην Ιθώμη","Sanctuaries at Ithomi","21.924655","37.186272"
"Θέατρο Μεσσήνης","Theatre at Messena","21.918751","37.177764"
"Κρήνη Αρσινόη","Spring of Arsenoe","21.919581","37.177892"
"Πρωτοβυζαντινή Βασιλική","Early Byzantine Vasilika","21.921308","37.175458"
"Ναός Δήμητρας","Temple of Demeter","21.724394","37.439445"
"Αγορά αρχαίας Ήλιδος","Agora of Ancient Elis.","21.37406","37.890822"
"Αγορά Αρχαίας Ήλιδας","Ancient Agora (forum) at Ilis","21.373799","37.889374"
"Ναός Αθηνάς","Temple of Athena","21.866891","37.528974"
"Ναός Ασκληπιού","Temple of Asklepios","21.863281","37.531914"
"Ρωμαϊκά Λουτρά Ζαππείου","Roman Baths at Zappeion","23.733819","37.971597"
"Υπαίθριος εκθεσιακός χώρος Πλατείας Συντάγματος","Outdoor exhibition area at Syntagma Square","23.734999","37.975555"
"Αρχαιολογικός χώρος Πλατείας Κοτζιά","Archaeological Site at Kotzia Square","23.728538","37.981805"
"Αρχαιολογικός χώρος οδού Αιόλου","Archaeological site on Aiolou Street","23.728752","37.981042"
"Ελευθερές","Eleutherai","23.376001","38.179396"
"Αρχαία Ιερά οδός (Πλατεία Εσταυρωμένου, Σταθμός ΜΕΤΡΟ \"Αιγάλεω\")","Ancient Iera Odos (Sacred Way) - Estavromenou Square, Athens METRO - \"Aigaleo\" Station","23.681722","37.9917"
"Ναός Ολυμπίου Διός","Temple of Olympian Zeus","23.733092","37.969394"
"Ναός Αθηνάς και Διός Σωτήρος στην αρχαία Φιγάλεια","Temple of Athena and Zeus Soter at Ancient Phigalia","21.839683","37.399853"
"Ταφικός Κύκλος Β' Μυκηνών","Grave Circle B","22.755091","37.730681"
"Υπόγεια Δεξαμενή Μυκηνών","Subterranean cistern","22.759249","37.730791"
"Θρησκευτικό κέντρο Μυκηνών","Religion Centre of Mycenae","22.756923","37.729737"
"Κυκλώπεια τείχη Μυκηνών","Cyclopean Walls","22.756425","37.731184"
"Συνοικία Λαδέμπορου Μυκηνών","Building Complex of the Oil Merchant","22.754558","37.729822"
"Πύλη Λεόντων Μυκηνών","Lions' Gate","22.756164","37.730821"
"Λαδοχώρι","Ladochori","20.252308","39.48417"
"Αρχαιολογικό Μουσείο Καρπάθου","Archaeological Museum of Karpathos","27.211601","35.508629"
"Μικρό Βαλανείο","","24.676315","35.332865"
"Οικίες αρχαίας Πέλλας","Houses at Ancient Pella","22.517767","40.754019"
"Νεκρομαντείο στον Μεσοπόταμο","Nekromanteion of Acheron","20.533946","39.236238"
"Οχύρωση Τίρυνθας","Walls","22.799549","37.600479"
"Δυτικός Προμαχώνας Τίρυνθας","Western Staircase","22.799876","37.599049"
"Κάτω Ακρόπολη Τίρυνθας","Lower Citadel","22.799667","37.600037"
"Γεωμετρικός Ναός Τίρυνθας","Geometric Temple","22.80033","37.598947"
"Αρχαίο Θέατρο Ασκληπιείου Επιδαύρου","Ancient theatre at the Asklepieion of Epidaurus","23.0792","37.5961"
"Θόλος/ Θυμέλη στο Ιερό του Ασκληπιού Επιδαύρου","Tholos/ Thymele at the Sanctuary of Asklepios at Epidaurus","23.0738","37.5983"
"Στοά  Αβάτου Ιερού Ασκληπιού Επιδαύρου","Stoa of Abaton at the Sanctuary of Asklepios at Epidaurus","23.0741","37.5986"
"Καταγώγιο Ασκληπιείου Επιδαύρου","Katagogion at the Sanctuary of Asklepios at Epidaurus","23.0773","37.5973"
"Κτίριο Ε Ασκληπιείου Επιδαύρου","Builing E at the Sanctuary of Asklepios at Epidaurus","23.0747","37.5985"
"Αρχαιολογικό Μουσείο Ασκληπιείου Επιδαύρου","Archaeological Museum of Asklepeion Epidaurus","23.0782","37.5968"
"Ναός Αρτέμιδος Ιερού Ασκληπιού Επιδαύρου","Temple of Artemis at the Sanctuary of Asklepios at Epidaurus","23.0749","37.5883"
"Ναός Ασκληπιού Ιερού Ασκληπιού Επιδαύρου","Temple of Asklepios at the Sanctuary of Asklepio at Epidaurus","23.0748","37.5986"
"Στάδιο Ιερού Ασκληπιού Επιδαύρου","Stadium at the Sanctuary of Asklepios at Epidaurus","23.0737","37.5975"
"Τελετουργικό Εστιατόριο ( ''Γυμνάσιο'' ) Ασκληπιείου Επιδαύρου","Ceremonial Banqeting Hall (\"Gymnasium\") at the Sanctuary of Asklepios at Epidaurus","23.0754","37.5976"
"Μόνιμη Έκθεση Μουσείου του Ασκληπιείου Επιδαύρου","The permanent exhibition of Museum of sanctuary of Asklepios at Epidaurus","23.0782","37.5968"
"Ιερό Απόλλωνος Μαλεάτα","Sanctuary of Apollo Maleatas","23.0854","37.5991"
"Ελληνικά Λουτρά Επιδαύρου","Greek Baths at the Sanctuary of Asklepios Epidaurus","23.0755","37.5969"
"Η Μακεδονία από τον 7ο αι. π.Χ. ως την Ύστερη Αρχαιότητα","Macedonia from the 7th c. BC until the Late Antiquity","22.952939","40.625099"
"Κάστρο Χλεμούτσι","Chlemoutsi Castle","21.141106","37.890439"
"Κάστρο Γλαρέντζας","","21.140195","37.939635"
"Η ακρόπολη και η οχύρωση της καστροπολιτείας του Μυστρά.","","22.376027","37.073746"
"Ναός του Αγίου Δημητρίου","Agios Dimitrios","22.369117","37.076212"
"Άγιοι Θεόδωροι Μυστρά","Agioi Theodoroi of Mystra","22.36767","37.0765"
"Ναός της Οδηγήτριας","Odigitria","22.366871","37.076446"
"Αγία Σοφία Μυστρά","Agia Sofia of Mystra","22.378954","37.072248"
"Άγιος Νικόλαος Μυστρά","Agios Nikolaos of Mystra","22.367691","37.074203"
"Έκθεση Αρχαιολογικού Μουσείου Μυστρά","","22.369092","37.076427"
"Κάστρο Πάτρας","Castle of Patras","21.742228","38.245309"
"Ναός Αρχαγγέλου Μιχαήλ στην Αράδενα Σφακίων","","24.051647","35.228233"
"Ναός Aγ. Γεωργίου στα Νοπήγεια Κισάμου","Church of Ag. Georgios","23.724219","35.505282"
"Μονή Αγ. Ιωάννη Ελεήμονα στον Παζινό Ακρωτηρίου","Monastery of Ag. Ioannis the Merciful","24.130161","35.524763"
"Φρούριο Φιρκά στην παλιά πόλη Χανίων","Firka Fortress","24.015656","35.518609"
"Τάφος Αλεξάνδρου Δ' στις Αιγές","Aigai, the tomb of Alexander IV","22.31998","40.487485"
"Πύργος Μούρτζινων","","22.234408","36.890712"
"Μονή Παναγίας Αντιφωνήτριας","","24.301994","35.254846"
"Ναός Κοιμήσεως της Θεοτόκου, Μέρωνας Αμαρίου","","24.62854","35.232554"
"Μονή Αρκαδίου","Monastery at Arkadi","24.629353","35.309928"
"Ναός Κοιμήσεως της Θεοτόκου και Αγίας Παρασκευής","","24.602954","35.343713"
"Ναός Παναγίας","","24.508336","35.225725"
"Ναός Αγ, Γεωργίου στον Κουρνά Αποκορώνου","Church of Ag. Georgios","24.259907","35.362867"
"Ιερό Πυθίου Απόλλωνα","","24.94971","35.059378"
"Ιερό Αιγυπτιακών Θεοτήτων","","24.950818","35.058241"
"Πραιτώριο","","24.951155","35.058831"
"Οικία Καρυωτάκη","","22.368084","37.512617"
"Αρχαιολογικό Μουσείο Τρίπολης","","22.373925","37.508907"
"Νεκροταφείο Ι. Ν. Μεταμορφώσεως Σωτήρος","","22.37999","37.509119"
"Δημαρχείο Γυθείου","","22.566068","36.760403"
"Δικαστικό Μέγαρο Σπάρτης","","22.426432","37.075319"
"Οικία Ματάλα","","22.426743","37.074022"
"Φάρος της Κραναής","","22.574715","36.752523"
"Αρχοντικό Κωνσταντόπουλου","","22.727913","37.63282"
"Δημοτικό Σχολείο Δημητσάνας","","22.039779","37.5953"
"Κάστρο Γραμβούσας","","23.576011","35.609149"
"Κάστρο Φορτέτζα","","24.470917","35.372181"
"Κάστρο Μυτιλήνης","Castle of Mytiulene","26.562085","39.111946"
"Φρούριο Μολύβου","Castle of Mithymna","26.177436","39.368446"
"Τσαρσί Χαμάμ","Carsi Hamam in Mytilene","26.557355","39.110415"
"Γαύδος","","24.087696","34.836103"
"Πολυρρήνια Κισάμου","","23.657118","35.45696"
"Κίσαμος","","23.638351","35.503741"
"Έλυρος στο Ροδοβάνι Σελίνου","","23.795609","35.28746"
"Ανώπολις Σφακίων","","24.06391","35.21744"
"Λισός Σελίνου","","23.789531","35.241935"
"Αποδούλου","","24.735514","35.156526"
"Άπτερα στα Μεγάλα Χωράφια Αποκορώνου","Aptera","24.143931","35.46299"
"Αζοϊρές Στύλου στον Αποκόρωνα","","24.123627","35.433584"
"Υρτακίνα σταΤεμένια Σελίνου","","23.751529","35.279696"
"Οικία 2","","24.674921","35.332628"
"Σπήλαιο \"Λερά\"","","24.102706","35.592941"
"Κάστρο Χίου","","26.136469","38.373712"
"Θολωτός τάφος στο Μάλεμε Κυδωνίας","","23.83276","35.523571"
"Μινωική Έπαυλη στα Νεροκούρου Χανίων","","24.036762","35.476263"
"Σπήλαιο Μελιδονίου","Melidoni cave","24.729562","35.384454"
"Αρχαιολογικό  Μουσείο  Χανίων","Archaeological Museum of Chania","24.01746","35.515617"
"Φρούριο Φραγκοκάστελλο - Castelfranco","Fortress at Fragkokastello (Castelfanco)","24.231269","35.184884"
"Παλαιοχριστιανική Βασιλική Αγίου Νικήτα στο Φραγκοκάστελλο Σφακίων","Early Christian Basilica of Ag. Nikitas","24.234657","35.182214"
"Οικία Κοντού - Μουσείο Θεόφιλου στην Ανακασιά (Πηλίου) Μαγνησίας","Kontos House - Museum of Theofilos","22.973576","39.382708"
"Φούρνος του Βελέντζα στην Άλλη Μεριά (Πηλίου) Μαγνησίας","","22.981701","39.370662"
"Καφενείο Θεόφιλος (πρώην κτήριο Μαυράκη - Βατσαρέα) στη Μακρινίτσα (Πηλίου) Μαγνησίας","","22.986765","39.40212"
"Μιδέα","Midea","22.830928","37.65714"
"Αρχοντικό Βαρελτζήδαινας Πέτρας","Vareltzidaina Mansion in Petra","26.178309","39.329623"
"Ιλίου Μέλαθρον, κατοικία Ερ. Σλήμαν","","23.735383","37.97787"
"Νομισματικό Μουσείο","Numismatic Museum","23.73542","37.977839"
"Μαυσωλείο Γαζή Εβρενός στα Γιαννιτσά","Gazi Evrenos' Mausoleum","22.408465","40.787114"
"Αρχαιολογικό Μουσείο Καρδίτσας","Archaeological Museum of Karditsa","21.918624","39.363029"
"Βυζαντινό Μουσείο Ιωαννίνων","Byzantine Museum of Ioannina","20.5142","39.4014"
"Μόνιμη Έκθεση Αρχαιολογικού Μουσείου Κιλκίς","Exhibition of the Archaeological Museum at Kilkis","22.874125","40.993306"
"Αρχαιολογικό Μουσείο Πολυγύρου","Archaeological Museum of Poligiros","23.439869","40.380689"
"Εκκλησιαστικό Κειμηλιαρχείο Ιεράς Μητροπόλεως Σερρών και Νιγρίτης","","23.548872","41.094726"
"Σπήλαιο Φράγχθι","Franchthi cave","23.131286","37.422413"
"Σπήλαιο Ανδρίτσας","Cave of Andritsa","22.640784","37.480342"
"Σπήλαιο Αγίας Τριάδας","cave Agia Triada","24.418577","38.04281"
"Σπήλαιο Λεοντάρι","cave Leontari","23.829749","37.987372"
"Σπήλαιο Λακωνίς","cave Lakonis","22.579521","36.782928"
"Σπήλαιο Κουρήτα","Kourita cave","20.972769","38.910362"
"Σπήλαιο Κλεψύδρα","Klepsydra cave","23.724799","37.972076"
"Σπήλαιο Μυκηναϊκή Κρήνη","cave Mycenean fountain","23.735925","37.972394"
"Σπήλαιο Αγλαύρειο","Aglavrio cave","23.728307","37.971652"
"Σπήλαιο Ιερής Kρήνης Ασκληπιείου","Fountain of Asklepios Sanctuary","23.726956","37.970793"
"Σπήλαιο Χορηγικού Μνημείου Θρασύλλου","Thrassylos cave","23.727695","37.97102"
"Αρχαιολογική Συλλογή Βολισσού","Archaelogical Collection at Volissos","25.924899","38.483951"
"Αρχαιολογικό Μουσείο Τεγέας","Archaeological Museum of Tegea","22.420588","37.454096"
"Καλυδώνα","Kalydon","21.530409","38.370634"
"Θέατρο Καλυδώνας","Theatre of Kalydon","21.531239","38.371319"
"Αρχαιολογικός χώρος Θερμής στη Λουτρόπολη Θερμής","Archaeological site of Thermi in Loutropoli Thermis","26.5037","39.176645"
"Νέα Πλευρώνα","New Pleuron","21.407196","38.41292"
"Μουσείο Πύργου Πικουλάκη","Museum of Pikoulakis tower-house","22.38051","36.666018"
"Τείχος Νέας Πλευρώνας","Fortification walls of New Pleuron","21.408618","38.412519"
"Θέατρο Νέας Πλευρώνας","Theatre of New Pleuron","21.40868","38.413705"
"ΣΠΑΠ, Συνεδριακό και Εκθεσιακό Κέντρο Ολυμπίας","SPAP, Conference and Exhibition Centre of Olympia","21.629291","37.642665"
"Δενδρά","Dendra","22.825253","37.656906"
"Οινιάδες","Oiniades","21.196549","38.413017"
"Πάλαιρος","Palairos","20.823543","38.835426"
"Τείχος Παλαίρου","Fortification walls of Palairos","20.823166","38.835758"
"Τείχος Καλυδώνας","Fortification walls of Kalydon","21.532302","38.374262"
"Μουσείο Πύργου Λογοθέτη Λυκούργου","Museum of Logothetis Lykourgos Tower","26.939973","37.68846"
"Λευκός Πύργος: Μουσείο - OLD","White Tower:Museum","22.948378","40.626355"
"Τείχος Δυμαίων","Teichos Dymaion","21.402853","38.156526"
"Μυκηναϊκό νεκροταφείο Βούντενης","Myceanean cemetery of Voundeni","21.781613","38.253983"
"Πόρτες","Portes","21.580313","37.928082"
"Μιτόπολη","Mitopoli","21.402831","38.032621"
"Καταρράκτης","Katarraktis","21.494189","38.045863"
"Σπαλιαρέικα","Spaliareika","21.581899","38.109189"
"Ιερό Ιτωνίας Αθηνάς","Philia","22.050674","39.261623"
"Αρχαίο Θέατρο στην Αιγείρα","Ancient Theater in Aigeira","22.223977","38.074255"
"Μουσείο Βιομηχανικής Ελαιουργίας Λέσβου","Museum of Industrial Olive Oil Production in Lesvos","26.268372","39.244377"
"Μουσείο Μαρμαροτεχνίας","Museum of Marble Crafts","25.043825","37.641015"
"Μουσείο Περιβάλλοντος Στυμφαλίας","Environment Museum of Stymphalia","22.467077","37.871906"
"Μουσείο Πλινθοκεραμοποιίας Ν. & Σ. Τσαλαπάτα","Rooftile and Brickworks Museum N. & S. Tsalapatas","22.932187","39.365078"
"Στράτος","Stratos","21.318964","38.671383"
"Γαλεριανό Συγκρότημα","Galerian Complex","22.949315","40.630335"
"Νεκροταφείο Μαζαρακιάς","Mazarakia Cemetery","20.383168","39.422154"
"Τύμβος Παραποτάμου","The Tumulus of  Parapotamos","20.330078","39.565346"
"Αγ. Δονάτος ","Agios Donatos","20.561948","39.395727"
"Αρχαία Ευρωπός","Ancient Europos","22.555448","40.887978"
"Διαδραστικό Αγροτικό Λαογραφικό Μουσείο Βαρνάβα","Inter-active Historical Folklore Museum of Varnavas","23.921286","38.223533"
"Ευρωπαϊκό Μουσείο Άρτου","Bread museum","23.921327","38.223615"
"Σπήλαιο Αγίου Ανδρέα στην Κάτω Καστανιά Βοιών","Agios Andreas cave","23.126232","36.525379"
"Αρχαϊκός ναός του Aπόλλωνα Αρχαίας Μητρόπολης","The Archaic Temple of Apollo at ancient Metropolis","21.819261","39.333507"
"Κάστρο Λαμίας","Lamia Castle","22.435188","38.904442"
